DSS,SN,NED Preference,SIMBAD only,Differnt From DSS,subcatalog,zCMB,vCMB,SN Ra,SN Dec,mu,e_mu,sep,gal long (l),gal lat (b),DSSvhelio,sep,OSC SN name,redshift,OSC velocity,OSC vhelio,|v_DSS-v_OSC|,|OSC velocity-v_OSCvhelio|,|v_DSS-v_OSCvhelio|,sep,AOD Host,host ra deg,host ra wrap,host dec deg,hostoffsetdist,Host z,Host vhelio,SIMBAD Host,SIMBAD z,SIMBAD v,sep,AGCnr,radeg,decdeg,a,b,zmag,vopt,hiflux,rms,v21,width,widtherr,snr,hisrc,vhelagc,RAwrap,Separation,|v_AGC-v_Host|,|v_AGC-v_DSS|,|v_Host-v_DSS|,sep,NED,SIMBAD,DR16,LEGACY
220,SN2005na,SN 2005na,,,A2.1: A1,0.02681,8016.19,105.4072545,14.13355749,34.50680258,0.159170421,,201.398,8.606,7862.916418,,SN2005na,0.026815,7891,8039.137,28.1,148.1,176.2,,UGC 3634,105.4041667,105.4041667,+14.1363888888889,4.77,0.026322,7891.3,,,,,3634,105.402916,14.134722,1.1,0.8,15.5,7891,0,0,0,0,0,0,65,7891,105.402916,15.71525655,0.3,28.1,28.4,,,,,
221,SN2006X,SN 2006X,,,A2.1: A1,0.005547171,1658.604129,185.7269576,15.81286459,30.3560313,0.157522038,,271.151,76.886,1333.372096,,SN2006X,0.00524,1587,1570.952,253.6,16.0,237.6,,NGC 4321,185.729375,185.729375,+15.8201944444444,2.45,0.00524,1571.0,,,,,7450,185.72876,15.821944,6.8,5.8,10.6,1560,48.86,2.9,1575,251,2,99.9,75,1575,185.72876,33.27673218,4.0,241.6,237.6,,,,,
222,SN2006ax,SN 2006ax,,,A2.1: A1,0.01796,5370.04,171.0107415,-12.29052277,33.58301508,0.155556952,,271.845,45.241,5001.125091,,SN2006ax,0.016725,5040,5014.155,38.9,25.8,13.0,,NGC 3663,171,171,-12.2958333333333,13.50,0.016725,5014.2,,,,,510055,170.999573,-12.29639,2.1,1.4,0,5040,7.77,4.8,5014,317,8,9,63,5014,170.999573,44.60296473,0.2,12.9,13.0,,,,,
223,SN2006bh,SN 2006bh,,,A2.1: A1,0.01049,3136.51,340.0739554,-66.48268342,32.54442236,0.165503349,,320.98,-45.776,3240.663948,,SN2006bh,0.010493,3159,3145.8014,81.7,13.2,94.9,,NGC 7329,340.100917,-19.899083,-66.478972,53.41,0.01085,3252.8,,,,,35582,340.097076,-66.478889,5.5,4,12.5,3189,25.71,10.6,3249,388,2,10.1,29,3249,-19.902924,35.91432352,3.8,8.3,12.2,,NED,SIMBAD,,
224,SN2006gt,SN 2006gt,,,A2.1: A1,0.04364,13048.36,14.07408326,-1.624622781,35.72043898,0.153572204,,125.746,-64.475,13377.75239,,SN2006gt,0.044771,13422,13422.3458,44.2,0.3,44.6,,2MASX J00561810-0137327,14.075,14.075,-1.62583333333333,12.02,0.044799,13430.7,,,,,400635,14.075417,-1.625833,0.4,0.3,0,13422,0,0,0,0,0,0,0,13422,14.075417,6.482061188,8.7,44.2,53.0,,,,,
225,2005W,SN 2005W,,,A2.1: CSP,0.00856259,2560.21441,27.69070833,21.75983333,32.06094096,0.194430371,,140.757,-39.05,2840.159774,,2005W,0.008889,2604,2664.9222,236.2,60.9,175.2,,NGC 691,27.675,27.675,+21.7597222222222,8.84,0.008893,2666.1,,,,,1305,27.673332,21.759445,3.8,2.7,13.5,2665,7.1,0.8,2666,327,3,59.1,63,2666,27.673332,58.11440139,0.1,174.2,174.0,,,,,
226,2005am,SN 2005am,,,A2.1: CSP,0.00897,2682.03,139.0519583,-15.69555556,31.6910013,0.157385568,,246.205,22.11,2360.124016,,2005am,0.007899,2514,2368.1202,153.9,145.9,8.0,,NGC 2811,139.0458333,139.0458333,-16.3130555555556,3.85,0.007899,2368.1,,,,,,,,,,,,,,,,,,,,,,No AGC Match,No AGC Match,8.0,,,,,
227,2005bl,SN 2005bl,,,A2.1: CSP,0.024530304,7334.560896,181.0510833,20.40688889,34.30026291,0.15096095,,242.315,77.284,7014.049247,,2005bl,0.02406,7213,7213.188,199.0,0.2,199.1,,NGC 4070,181.0472917,181.0472917,+20.4097777777778,8.46,0.023917,7170.3,,,,,7052,181.047485,20.409445,1.2,1.2,14.3,7222,0,0,0,0,0,0,0,7222,181.047485,15.23402854,51.7,208.0,156.3,,,,,
228,2005ku,SN 2005ku,,,A2.1: CSP,0.04418,13209.82,344.9275417,0.013694444,35.69935875,0.134526375,,73.614,-51.852,13577.52379,,2005ku,0.045248,15000,13565.3504,1422.5,1434.6,12.2,,WISEA J225942.70-000048.3SDSS J25942.66-000048.8,344.92777,-15.07223,-0.013561,0.96,0.04542,13616.9,,,,,620680,344.927917,-0.013611,0.3,0.2,17,13615,0,0,0,0,0,0,0,13615,-15.072083,98.30888293,1.9,37.5,39.4,,NED,SIMBAD,,
229,2005mc,SN 2005mc,,,A2.1: CSP,0.02601,7776.99,126.7765,21.646,34.46018438,0.15096095,,202.498,30.236,7536.23152,,2005mc,0.026006,7584,7796.5988,47.8,212.6,260.4,,UGC 4414,126.775,126.775,+21.6452777777778,2.20,0.025149,7539.7,,,,,4414,126.775002,21.645,1.1,1,15,7584,1.5,0,7561,150,8,0,-1,7561,126.775002,6.171333903,21.3,24.8,3.4,,,,,
230,2006D,SN 2006D,,,A2.1: CSP,0.00964,2882.36,193.1414167,-8.224777778,32.21091349,0.157385568,,303.395,53.096,2546.149614,,2006D,0.008529,2588,2556.9942,41.9,31.0,10.8,,MCG -01-33-34,193.144875,193.144875,-9.77669444444444,1.91,0.008526,2556.1,,,,,,,,,,,,,,,,,,,,,,No AGC Match,No AGC Match,9.9,,,,,
231,2006br,SN 2006br,,,A2.1: CSP,0.02552,7630.48,202.5075,13.41577778,34.27027704,0.134526375,,338.169,73.588,7345.727375,,2006br,0.02459,7352,7372.082,6.3,20.1,26.4,,NGC 5185,202.5083333,202.5083333,+13.4163888888889,1.65,0.024679,7398.8,,,,,8488,202.509583,13.415833,1.9,0.7,14.7,7384,4.54,2.5,7363,596,11,15.9,75,7363,202.509583,7.296880477,35.8,17.3,53.0,,,,,
232,2006ev,SN 2006ev,,,A2.1: CSP,0.0276,8252.4,322.7469167,13.98922222,34.74003342,0.130193878,,66.756,-26.332,8586.448453,,2006ev,0.02873,8576,8613.254,10.4,37.3,26.8,,UGC 11758,322.7416667,-37.25833333,+13.9858333333333,10.49,0.028733,8614.2,,,,,11758,322.740845,13.985833,1.6,0.2,15.5,8590,3.02,1.2,8614,627,6,7.3,66,8614,-37.259155,24.46901725,0.2,27.6,27.7,,,,,
233,2006is,SN 2006is,,,A2.1: CSP,0.03142,9394.58,79.39320833,-22.21827778,34.6400894,0.134526375,,225.863,-30.543,9368.268197,,2006is,0.031421,9271.9,9420.0158,96.4,148.1,51.7,,WISEA J051734.55-234659.,79.394047,79.394047,-23.783548,5.32,No NED z,,Anon J051734-2346,No S. z,No S. v,,,,,,,,,,,,,,,,,,,No AGC Match,No AGC Match,No host z,,NED,SIMBAD,,
234,2006lu,SN 2006lu,,,A2.1: CSP,0.0544,16265.6,138.8234583,-24.39991667,36.11896992,0.126538821,,253.551,15.922,15956.18419,,2006lu,0.0481889,15900,14447.03222,56.2,1453.0,1509.2,,WISEA J091517.24-253600.6,138.821958,138.821958,-25.600083,4.86,0.06808,20410.4,,,,,,,,,,,,,,,,,,,,,,No AGC Match,No AGC Match,4454.2,,NED,SIMBAD,,
235,2007A,SN 2007A,,,A2.1: CSP,0.01646,4921.54,6.319416667,12.88680556,33.44060354,0.134526375,,113.091,-49.484,5272.403043,,2007A,0.016463,5290,4935.6074,17.6,354.4,336.8,,NGC 105,6.319167,6.319167,12.88944,9.54,0.017646,5290.3,,,,,241,6.320416,12.883611,0.9,0.7,14.1,5290,3.45,0.9,5168,314,3,15.1,52,5168,6.320416,12.02325521,122.3,104.4,17.9,,,,,
236,2007as,SN 2007as,,,A2.1: CSP,0.0179,5352.1,141.9000417,-79.82244444,33.6805209,0.134526375,,294.788,-20.712,5251.247687,,2007as,0.017896,5125,5365.2208,126.2,240.2,114.0,,ESO 18-G18,141.925,141.925,-80.1794444444444,4.98,0.017572,5268.1,,,,,,,,,,,,,,,,,,,,,,No AGC Match,No AGC Match,16.8,,,,,
237,2007bm,SN 2007bm,,,A2.1: CSP,0.00744,2224.56,171.2595833,-8.201722222,31.4510354,0.171341228,,270.424,47.546,1854.590535,,2007bm,0.006211,1857,1862.0578,2.4,5.1,7.5,,NGC 3672,171.2583333,171.2583333,-9.79527777777778,1.18,0.006241,1871.1,,,,,,,,,,,,,,,,,,,,,,No AGC Match,No AGC Match,16.5,,,,,
238,2007ca,SN 2007ca,,,A2.1: CSP,0.01507,4505.93,202.7742083,-14.89816667,33.20067794,0.139473197,,316.956,46.687,4202.101715,,2007ca,0.014066,4237,4216.9868,34.9,20.0,14.9,,MCG -02-34-61,202.7666667,202.7666667,-15.1022222222222,7.05,0.014066,4217.0,,,,,,,,,,,,,,,,,,,,,,No AGC Match,No AGC Match,14.9,,,,,
239,2007hj,SN 2007hj,,,A2.1: CSP,0.01288,3851.12,345.4495417,15.5865,33.18068379,0.144971469,,87.751,-39.68,4217.590562,,2007hj,0.01411,4272,4230.178,54.4,41.8,12.6,,NGC 7461,345.45,-14.55,+15.5836111111111,2.56,0.014113,4231.1,,,,,12314,345.451233,15.5825,0.8,0.8,14.5,4272,0,0,0,0,0,0,0,4272,-14.548767,15.5485127,40.9,54.4,13.5,,,,,
240,2007jg,SN 2007jg,,,A2.1: CSP,0.03658,10937.42,52.46175,0.056833333,35.42957617,0.126538821,,184.01,-43.257,11096.28988,,2007jg,0.036577,12000,10965.7846,903.7,1034.2,130.5,,SDSS J032950.83+000316.0,52.4618,52.4618,+0.0544926111111111,6.07,0.037069,11113.3,,,,,131183,52.461666,0.054444,0.25,0.22,18.4,11132,0,0,0,0,0,0,0,11132,52.461666,8.606912779,18.7,35.7,17.0,,,,,
241,2007jh,SN 2007jh,,,A2.1: CSP,0.04026,12037.74,54.00641667,1.103388889,35.46954545,0.139473197,,184.214,-41.397,12188.39095,,2007jh,0.040264,12224,12071.1472,35.6,152.9,117.2,,CGCG 391-014,54.006612,54.006612,1.104757,1.36,0.04074,12213.9,,,,,130272,54.006664,1.104722,0.3,0.2,15.4,12215,0,0,0,0,0,0,0,12215,54.006664,4.881066815,1.1,26.6,25.5,,NED,SIMBAD,,
242,2007le,SN 2007le,,,A2.1: CSP,0.00552,1650.48,354.7017083,-5.477416667,31.4710327,0.202571818,,79.703,-63.125,2008.729111,,2007le,0.006721,2039,2014.9558,30.3,24.0,6.2,,NGC 7721,354.703375,-5.296625,-6.51808333333333,2.35,0.006728,2017.1,,,,,,,,,,,,,,,,,,,,,,No AGC Match,No AGC Match,8.3,,,,,
243,2007ux,SN 2007ux,,,A2.1: CSP,0.030427717,9097.887383,152.33325,14.99244444,34.99987634,0.126538821,,222.39,50.482,8767.077797,,2007ux,0.030915,9000,9268.317,232.9,268.3,501.2,,2MASX J10091969+1459268,152.3291667,152.3291667,+14.9922222222222,8.29,0.030699,9203.6,,,,,205357,152.332077,14.990833,0.4,0.3,16.5,9268,0,0,0,0,0,0,0,9268,152.332077,7.091724492,64.4,500.9,436.5,,,,,
244,2008C,SN 2008C,,,A2.1: CSP,0.01707,5103.93,104.2980417,20.43713889,33.52057695,0.139473197,,195.172,10.379,4966.863607,,2008C,0.017067,5020,5116.6866,53.1,96.7,149.8,,UGC 3611,104.3,104.3,+20.4375,2.09,0.016621,4983.0,,,,,3611,104.299164,20.437222,1,0.5,15.1,4983,0,0,0,0,0,0,0,4983,104.299164,3.797770959,0.0,16.1,16.1,,,,,
245,2008O,SN 2008O,,,A2.1: CSP,0.03932,11756.68,104.3935833,-44.18769444,35.49952208,0.126538821,,255.797,-18.081,11610.28532,,2008O,0.0389,11649,11662.22,38.7,13.2,51.9,,ESO 256-G11,104.3958333,104.3958333,-45.8119444444444,4.62,0.038857,11649.3,,,,,,,,,,,,,,,,,,,,,,No AGC Match,No AGC Match,39.0,,,,,
246,2008R,SN 2008R,,,A2.1: CSP,0.01289,3854.11,45.97375,-10.00572222,33.0007342,0.144971469,,193.489,-55.48,4035.82342,,2008R,0.012887,4051,3863.5226,15.2,187.5,172.3,,NGC 1200,45.97916667,45.97916667,-11.9922222222222,4.92,0.013503,4048.2,,,,,430008,45.867085,-9.964444,0,0,15.6,10155,0,0,0,0,0,0,0,10155,45.867085,406.3258963,6106.8,6119.2,12.4,,,,,
247,2008bc,SN 2008bc,,,A2.1: CSP,0.01571,4697.29,144.630125,-62.02622222,33.3906197,0.134526375,,283.604,-8.604,4508.447517,,2008bc,0.015707,4523,4708.9586,14.6,186.0,200.5,,2MASX J09383413-6358225,144.642125,144.642125,-63.972944,19.35,0.01509,4524.0,,,,,26554,144.463333,-62.150833,1.8,0.7,14.4,2759,0,0,0,0,0,0,0,2759,144.463333,529.3805707,1765.0,1749.4,15.5,,NED,SIMBAD,,
248,2008bi,SN 2008bi,,,A2.1: CSP,0.01439,4302.61,128.9724583,0.706416667,33.29065096,0.144971469,,224.863,23.41,4017.164827,,2008bi,0.0134,4029,4017.32,11.8,11.7,0.2,,NGC 2618,128.9708333,128.9708333,+0.707222222222222,1.85,0.013446,4031.1,,,,,4492,128.972916,0.706667,3,2.5,13.9,4029,4.52,2.8,4034,438,4,16.6,75,4034,128.972916,1.877958371,2.9,16.8,13.9,,,,,
249,2008bq,SN 2008bq,,,A2.1: CSP,0.03444,10297.56,100.2604583,-37.96138889,34.97988904,0.130193878,,247.003,-18.226,10159.95661,,2008bq,0.034436,10193,10323.9128,33.0,130.9,164.0,,ESO 308-G25,100.2625,100.2625,-38.0355555555556,7.40,0.034007,10195.3,,,,,25281,100.262917,-38.035557,1.5,0.6,14.9,10195,0,0,0,0,0,0,0,10195,100.262917,267.0962868,0.3,35.0,35.3,,,,,
250,2008bt,SN 2008bt,,,A2.1: CSP,0.01658,4957.42,162.5703333,-11.89111111,33.49058703,0.139473197,,262.15,40.976,4589.526475,,2008bt,0.01536,4554,4604.928,35.5,50.9,15.4,,NGC 3404,162.575,162.575,-12.1086111111111,4.79,0.015364,4606.1,,,,,,,,,,,,,,,,,,,,,,No AGC Match,No AGC Match,16.6,,,,,
251,2008bz,SN 2008bz,,,A2.1: CSP,0.06133,18337.67,189.7405833,11.1295,36.44861589,0.126538821,,291.944,73.734,18010.72562,,2008bz,0.060278,18000,18071.3444,10.7,71.3,60.6,,2MASX J12385810+1107502,189.7375,189.7375,+11.1294444444444,12.85,0.060148,18032.4,,,,,228071,189.742081,11.130556,0.59,0.2,16.6,18071,0.84,0.7,18046,389,7,0,45,18046,189.742081,6.514564312,13.6,35.3,21.6,,,,,
252,2008cc,SN 2008cc,,,A2.1: CSP,0.01012,3025.88,315.8734167,-66.81636111,32.12093019,0.15096095,,327.118,-37.469,3105.219878,,2008cc,0.0104,3128,3117.92,22.8,10.1,12.7,,ESO 107-G4,315.8708333,-44.12916667,-67.1802777777778,2.78,0.010394,3116.1,,,,,,,,,,,,,,,,,,,,,,No AGC Match,No AGC Match,10.9,,,,,
253,2008cd,SN 2008cd,,,A2.1: CSP,0.00846,2529.54,198.7572917,-14.04811111,31.63101018,0.31942066,,311.19,46.541,2212.841069,,2008cd,0.007412,2222,2222.1176,9.2,0.1,9.3,,NGC 5038,198.7583333,198.7583333,-15.9516666666667,0.58,0.007412,2222.1,,,,,,,,,,,,,,,,,,,,,,No AGC Match,No AGC Match,9.3,,,,,
254,2008cf,SN 2008cf,,,A2.1: CSP,0.04683,14002.17,211.8856667,-25.44816667,35.74931582,0.126538821,,323.349,33.285,13744.54833,,2008cf,0.046029,13800,13799.4942,55.5,0.5,54.9,,[WLF2008] J140732.38-263305.6,211.8833333,211.8833333,-26.5516666666667,6.46,0.046029,13799.5,,,,,30401,211.837921,-25.325556,1,0.2,15.9,0,0,0,0,0,0,0,0,0,211.837921,467.9170478,13799.5,13744.5,54.9,,,,,
255,2008ff,SN 2008ff,,,A2.1: CSP,0.01867,5582.33,303.4998333,-43.64783333,33.8404608,0.134526375,,355.769,-32.894,5738.568595,,2008ff,0.0192,5748,5756.16,9.4,8.2,17.6,,ESO 284-G32,303.4833333,-56.51666667,-44.3513888888889,17.13,0.019207,5758.3,,,,,,,,,,,,,,,,,,,,,,No AGC Match,No AGC Match,19.7,,,,,
256,2008fl,SN 2008fl,,,A2.1: CSP,0.01942,5806.58,294.1868333,-36.44875,33.6805209,0.134526375,,1.698,-24.614,5951.415755,,2008fl,0.0199,5985,5966.02,33.6,19.0,14.6,,NGC 6805,294.1916667,294.1916667,-37.5544444444444,7.49,0.01988,5960.0,,,,,590173,294.225006,-36.426392,0,0,0,24630,0,0,0,0,0,0,0,24630,294.225006,136.7521924,18670.0,18678.6,8.6,,,,,
257,2008fp,SN 2008fp,,,A2.1: CSP,0.00629,1880.71,109.1358333,-28.6745,30.96109454,0.186492693,,241.88,-7.961,1692.667296,,2008fp,0.006287,1630,1884.8426,62.7,254.8,192.2,,ESO 428-G14,109.1291667,109.1291667,-29.3247222222222,2.36,0.005664,1698.1,,,,,25581,109.004173,-28.749166,1.4,1.4,15.5,0,0,0,0,0,0,0,0,0,109.004173,495.0340484,1698.1,1692.7,5.4,,,,,
258,2008fr,SN 2008fr,,,A2.1: CSP,0.03791,11335.09,17.95475,14.64083333,35.45955318,0.126538821,,130.301,-47.939,11655.22547,,2008fr,0.039,11700,11692.2,44.8,7.8,37.0,,SDSS J011149.19+143826.5,17.95416667,17.95416667,+14.6408333333333,1.58,0.047883,14355.3,,,,,116545,17.954584,14.640833,0.18,0.12,18,11692,0,0,0,0,0,0,0,11692,17.954584,0.5781967192,2663.3,36.8,2700.1,,,,,
259,2008fu,SN 2008fu,,,A2.1: CSP,0.05183,15497.17,45.61875,-23.54402778,35.96911631,0.126538821,,215.187,-60.466,15658.07741,,2008fu,0.0524,15711,15709.52,52.9,1.5,51.4,,ESO 480-IG21,45.62083333,45.62083333,-24.4558333333333,7.22,0.052016,15594.4,,,,,,,,,,,,,,,,,,,,,,No AGC Match,No AGC Match,63.7,,,,,
260,2008fw,SN 2008fw,,,A2.1: CSP,0.00951,2843.49,157.2332083,-43.33455556,32.33089015,0.157385568,,277.952,11.184,2554.499014,,2008fw,0.0084,2582,2518.32,27.5,63.7,36.2,,NGC 3261,157.2583333,157.2583333,-44.6563888888889,13.17,0.008549,2563.0,,,,,,,,,,,,,,,,,,,,,,No AGC Match,No AGC Match,8.5,,,,,
261,2008gg,SN 2008gg,,,A2.1: CSP,0.03107,9289.93,21.346,-17.82755556,34.92992033,0.130193878,,165.825,-78.111,9568.180698,,2008gg,0.032,9657,9593.6,88.8,63.4,25.4,,NGC 539,21.34166667,21.34166667,-18.1633333333333,23.67,0.032017,9598.7,,,,,,,,,,,,,,,,,,,,,,No AGC Match,No AGC Match,30.5,,,,,
262,2008gl,SN 2008gl,,,A2.1: CSP,0.03295,9852.05,20.22841667,4.805305556,35.11979787,0.126538821,,136.609,-57.282,10166.2865,,2008gl,0.034017,10253,10198.2966,86.7,54.7,32.0,,UGC 881,20.22083333,20.22083333,+4.80138888888889,20.83,0.034017,10198.3,,,,,881,20.2225,4.801111,1.3,1.1,15.4,10253,0,0,0,0,0,0,0,10253,20.2225,26.04864044,54.7,86.7,32.0,,,,,
263,2008go,SN 2008go,,,A2.1: CSP,0.06131,18331.69,332.6867917,-19.21188889,36.35871699,0.126538821,,33.869,-52.902,18647.71406,,2008go,0.059,17700,17688.2,947.7,11.8,959.5,,WISEA J221043.94-204725.9,332.683253,-27.316747,-20.790553,14.47,0.06227,18668.5,,,,,,,,,,,,,,,,,,,,,,No AGC Match,No AGC Match,20.8,,NED,SIMBAD,,
264,2008hj,SN 2008hj,,,A2.1: CSP,0.03672,10979.28,1.007958333,-10.83125,35.34963612,0.126538821,,85.729,-70.535,11322.56255,,2008hj,0.03789,11491,11359.422,168.4,131.6,36.9,,MCG -02-01-14,1.004166667,1.004166667,-11.1741666666667,17.79,0.037893,11360.3,,,,,400030,0.884167,-10.744722,1.2,1.2,14,8922,0,0,0,0,0,0,0,8922,0.884167,537.2872455,2438.3,2400.6,37.8,,,,,
265,2008hv,SN 2008hv,,,A2.1: CSP,0.01358,4060.42,136.8919167,3.39225,33.12070104,0.139473197,,226.66,31.615,3748.386508,,2008hv,0.013581,3827,4071.5838,78.6,244.6,323.2,,NGC 2765,136.9,136.9,+3.39416666666667,7.20,0.012591,3774.8,,,,,4791,136.902924,3.392778,1.7,1,13.3,4064,0,0.4,4250,0,0,0,50,4064,136.902924,39.60248029,289.2,315.6,26.4,,,,,
266,2008ia,SN 2008ia,,,A2.1: CSP,0.0226,6757.4,132.6464583,-60.72205556,34.09035813,0.130193878,,277.807,-10.802,6573.534723,,2008ia,0.022597,6600,6774.5806,26.5,174.6,201.0,,ESO 125-G6,132.6458333,132.6458333,-61.2780555555556,0.38,0.021942,6578.2,,,,,,,,,,,,,,,,,,,,,,No AGC Match,No AGC Match,4.7,,,,,
267,2009D,SN 2009D,,,A2.1: CSP,0.02465,7370.35,58.595125,-18.81827778,34.33024859,0.130193878,,212.24,-47.436,7471.153629,,2009D,0.025007,7517,7497.0986,45.8,19.9,25.9,,MCG -03-10-52,58.60416667,58.60416667,-19.1902777777778,20.15,0.025007,7497.1,,,,,,,,,,,,,,,,,,,,,,No AGC Match,No AGC Match,25.9,,,,,
268,2009F,SN 2009F,,,A2.1: CSP,0.01291,3860.09,74.84816667,-10.86941667,32.93075275,0.144971469,,210.399,-29.877,3871.323765,,2009F,0.012909,3884,3870.1182,12.7,13.9,1.2,,NGC 1725,74.84583333,74.84583333,-11.1322222222222,2.55,0.012952,3883.0,,,,,440849,74.913338,-10.931945,0,0,0,13687,0,0,0,0,0,0,0,13687,74.913338,322.098499,9804.0,9815.7,11.7,,,,,
269,2009P,SN 2009P,,,A2.1: CSP,0.02632,7869.68,170.1615833,-2.453805556,34.60011114,0.130193878,,263.891,52.306,7499.60606,,2009P,0.0251,7526,7524.98,26.4,1.0,25.4,,PGC 34730,170.1625,170.1625,-3.54555555555556,2.09,0.025104,7526.2,,,,,510934,170.224579,-2.319167,0.21,0.15,18.3,7089,0,0,0,0,0,0,0,7089,170.224579,535.0466774,437.2,410.6,26.6,,,,,
270,2009Y,SN 2009Y,,,A2.1: CSP,0.0101,3019.9,220.599375,-16.75322222,32.37088209,0.15096095,,337.328,38.104,2792.856062,,2009Y,0.009316,2885,2792.9368,92.1,92.1,0.1,,NGC 5728,220.6,220.6,-17.2533333333333,4.52,0.009316,2792.9,,,,,,,,,,,,,,,,,,,,,,No AGC Match,No AGC Match,0.1,,,,,
271,2009aa,SN 2009aa,,,A2.1: CSP,0.02848,8515.52,170.9261667,-21.72930556,34.5701272,0.126538821,,277.555,36.241,8158.088242,,2009aa,0.02731,8306,8187.538,147.9,118.5,29.4,,ESO 570-G20,170.9208333,170.9208333,-22.2705555555556,9.56,0.027309,8187.2,,,,,,,,,,,,,,,,,,,,,,No AGC Match,No AGC Match,29.1,,,,,
272,2009ad,SN 2009ad,,,A2.1: CSP,0.02832,8467.68,75.88908333,6.659916667,34.5701272,0.126538821,,193.711,-20.367,8486.46169,,2009ad,0.02834,8528,8496.332,41.5,31.7,9.9,,UGC 3236,75.8875,75.8875,+6.65722222222222,5.98,0.0284,8514.3,,,,,3236,75.888336,6.656945,1.1,0.4,15.6,8508,4.39,1.2,8514,404,2,17.7,64,8514,75.888336,11.02669959,0.3,27.5,27.9,,,,,
273,2009ag,SN 2009ag,,,A2.1: CSP,0.00925,2765.75,107.9200417,-25.31491667,32.34088815,0.157385568,,239.012,-7.737,2581.435681,,2009ag,0.00864,2604,2590.272,22.6,13.7,8.8,,ESO 492-G2,107.9208333,107.9208333,-26.7044444444444,12.81,0.008639,2590.0,,,,,25546,107.8825,-25.175833,1.1,0.4,16.6,0,0,0,0,0,0,0,0,0,107.8825,515.40738,2590.0,2581.4,8.5,,,,,
274,2009al,SN 2009al,,,A2.1: CSP,0.023216061,6941.602239,162.8419583,8.578527778,34.07036676,0.134526375,,240.445,56.1,6585.683485,,2009al,0.0221,6627,6625.58,41.3,1.4,39.9,,NGC 3425,162.8583333,162.8583333,+8.56722222222222,32.64,0.022105,6627.1,,,,,5967,162.856247,8.566944,1.1,1.1,14.5,6627,0,0,0,0,0,0,0,6627,162.856247,65.7740989,0.1,41.3,41.4,,,,,
275,2009cz,SN 2009cz,,,A2.1: CSP,0.0227424,6799.9776,138.7500833,29.73530556,34.14033623,0.130193878,,196.362,42.782,6543.39221,,2009cz,0.0211,6303,6325.78,240.4,22.8,217.6,,NGC 2789,138.75,138.75,+29.7302777777778,7.98,0.021161,6344.1,,,,,4875,138.748749,29.730001,1.7,1.7,13.8,6313,2.42,2.4,6327,404,34,11.1,75,6327,138.748749,19.5466405,17.1,216.4,199.3,,,,,
276,2009ds,SN 2009ds,,,A2.1: CSP,0.02047,6120.53,177.267125,-8.270861111,33.8404608,0.130193878,,278.505,50.161,5754.681332,,2009ds,0.019227,5731,5764.2546,23.7,33.3,9.6,,NGC 3905,177.2708333,177.2708333,-9.72944444444444,5.66,0.019227,5764.3,,,,,,,,,,,,,,,,,,,,,,No AGC Match,No AGC Match,9.6,,,,,
277,2009le,SN 2009le,,,A2.1: CSP,0.01703,5091.97,32.32141667,-22.58755556,33.8404608,0.139473197,,205.313,-72.033,5315.862835,,2009le,0.017792,5321,5334.0416,5.1,13.0,18.2,,ESO 478-6,32.325,32.325,-23.4152777777778,5.23,0.017792,5334.0,,,,,,,,,,,,,,,,,,,,,,No AGC Match,No AGC Match,18.2,,,,,
278,1999dg,SN 1999dg,,,A2.1: LOSS1.0,0.023,6877,227.86837,13.48492,34.20657127,0.181747657,,17.343,54.606,6707.694389,,1999dg,0.022059,6582,6613.2882,125.7,31.3,94.4,,UGC 9758,227.8666667,227.8666667,+13.4833333333333,3.59,0.022059,6613.3,,,,,9758,227.866669,13.483055,1.3,1.3,15,6630,0,0,0,0,0,0,0,6630,227.866669,8.974267846,16.7,77.7,94.4,,,,,
279,1999ef,SN 1999ef,,,A2.1: LOSS1.0,0.038,11362,14.6925,12.74583,35.43732425,0.186287749,,125.719,-50.086,11692.88111,,1999ef,0.03914,11733,11734.172,40.1,1.2,41.3,,UGC 607,14.6875,14.6875,+12.7480555555556,11.07,0.038857,11649.3,,,,,607,14.687082,12.748055,1.1,1.1,15.4,11734,0.86,0.8,11649,296,4,6.1,52,11649,14.687082,20.64160774,0.3,43.9,43.6,,,,,
280,2000cp,SN 2000cp,,,A2.1: LOSS1.0,0.034,10166,241.36508,17.83022,35.01345383,0.184341928,,31.72,44.504,10079.38544,,2000cp,0.034204,10254,10254.3592,174.6,0.4,175.0,,2MFGC 12921,241.3666667,241.3666667,+17.8302777777778,3.87,0.034227,10261.3,,,,,261157,241.364166,17.830002,0.55,0.1,16.4,9713,0,0,0,0,0,0,0,9713,241.364166,3.229175527,548.3,366.4,181.9,,,,,
281,2000cu,SN 2000cu,,,A2.1: LOSS1.0,0.02,5980,291.08729,-25.98447,33.73956555,0.171582169,,12.509,-18.317,6140.893371,,2000cu,0.023299,6903.5,6985.0402,762.6,81.5,844.1,,ESO 525-G004,291.0791667,291.0791667,-25.985,10.07,0.020324,6093.1,,,,,32512,291.08374,-25.985001,1.2,0.8,16,6093,0,0,0,0,0,0,0,6093,291.08374,11.64603787,0.1,47.9,47.8,,,,,
