DSS,SN,NED Preference,SIMBAD only,Differnt From DSS,subcatalog,zCMB,vCMB,SN Ra,SN Dec,mu,e_mu,sep,gal long (l),gal lat (b),DSSvhelio,sep,OSC SN name,redshift,OSC velocity,OSC vhelio,|v_DSS-v_OSC|,|OSC velocity-v_OSCvhelio|,|v_DSS-v_OSCvhelio|,sep,AOD Host,host ra deg,host ra wrap,host dec deg,hostoffsetdist,Host z,Host vhelio,SIMBAD Host,SIMBAD z,SIMBAD v,sep,AGCnr,radeg,decdeg,a,b,zmag,vopt,hiflux,rms,v21,width,widtherr,snr,hisrc,vhelagc,RAwrap,Separation,|v_AGC-v_Host|,|v_AGC-v_DSS|,|v_Host-v_DSS|,sep,NED,SIMBAD,DR16,LEGACY
380,2016iyv,ASASSN-16oz,,,A2.1: Foundation,0.03182,9514.18,135.05499,-13.63433,34.77829283,0.135525304,,241.399,20.693,9203.261703,,2016iyv,0.031,9100,9293.8,103.3,193.8,90.5,,WISEA J090013.27-133803.0,135.05499,135.05499,-13.634331,3.05,No NED z,,GALEXASC J090013.19-133803.5,No S. z,No S. v,,531592,135.055008,-13.634444,0.35,0.2,18,9228,0,0,0,0,0,0,0,9228,135.055008,0.415203413,No host z,24.7,No host z,,NED,SIMBAD,,
381,2016ys,SN 2016ys,,,A2.1: Foundation,0.02918,8724.82,108.05958,7.23978,34.87135772,0.136662553,,208.812,7.902,8547.586531,,2016ys,0.028343,8376.6,8497.2314,171.0,120.6,50.4,,UGC 3738,108.063,108.063,7.241,12.48,0.02834,8496.3,,,,,3738,108.0625,7.24,1.1,0.6,15.2,8497,0.7,0,8496,411,36,2.5,36,8496,108.0625,10.45822211,0.3,51.6,51.3,,NED,,,
382,2016zd,SN 2016zd,,,A2.1: Foundation,0.03307,9887.93,181.3575,-21.40033,34.93623516,0.131378374,,288.862,40.211,9537.87251,,2016zd,0.031939,9422.2,9575.3122,115.7,153.1,37.4,,2MASX J12052488-2123572,181.3536667,181.3536667,-21.3992222222222,9.54,0.031939,9575.3,,,,,521469,181.353745,-21.399166,0.6,0.45,16,9575,0,0,0,0,0,0,0,9575,181.353745,13.26528211,0.3,37.1,37.4,,,,,
383,2017aaa,SN 2017aaa,,,A2.1: Foundation,0.0479,14322.1,207.45479,-3.08003,35.86012347,0.139239119,,330.187,56.67,14035.70488,,2017aaa,0.047,14000,14090.6,35.7,90.6,54.9,,LCRS B134713.8-024957,207.454455,207.454455,-3.080142,1.31,0.04681,14033.6,,,,,531591,207.454575,-3.08,0.3,0.15,18,14033,0,0,0,0,0,0,0,14033,207.454575,0.7803912394,0.6,2.7,2.1,,NED,,,
384,2017adj,SN 2017adj,,,A2.1: Foundation,0.03146,9406.54,205.84688,-19.94365,34.88262016,0.14617462,,319.258,41.275,9117.763386,,2017adj,0.03,9000,8994,117.8,6.0,123.8,,DENIS J134323.0-195637,205.8459688,205.8459688,-19.94371515,3.08,No NED z,,DENIS J134323.0-195637,No S. z,No S. v,,531593,205.845825,-19.943888,0.4,0.3,17,9142,0,0,0,0,0,0,0,9142,205.845825,3.671596089,No host z,24.2,No host z,,NED SN,SIMBAD,,
385,2017awz,SN 2017awz,,,A2.1: Foundation,0.023182705,6931.628795,166.89787,22.85127,33.92130085,0.129312591,,217.492,66.128,6609.862329,,2017awz,0.022,6500,6595.6,109.9,95.6,14.3,,SDSS J110735.45+225104.1,166.897743,166.897743,22.851166,0.48,0.02191,6568.6,,,,,212035,166.898743,22.851944,0.6,0.45,15.1,6650,0,0,0,0,0,0,0,6650,166.898743,3.778227823,81.4,40.1,41.2,,NED,,,
386,2017cfb,AT 2017cfb,,,A2.1: Foundation,0.02276,6805.24,208.53675,9.41269,34.16139467,0.130320204,,345.748,66.919,6536.437676,,2017cfb,0.022872,6778.5,6857.0256,242.1,78.5,320.6,,CGCG 073-094,208.53675,208.53675,9.412694,28.75,0.022866,6855.2,,,,,230801,208.536652,9.412777,1,0.7,15.6,6926,1.69,2.5,6857,146,4,12.6,75,6857,208.536652,0.4682231669,1.8,320.6,318.8,,NED,,,
387,2017cfc,SN 2017cfc,,,A2.1: Foundation,0.02495,7460.05,208.1625,-2.00229,34.29916316,0.125880568,,332.199,57.349,7177.174275,,2017cfc,0.024027,7116.6,7203.2946,60.6,86.7,26.1,,UGC 8783,208.165792,208.165792,-1.997667,20.31,0.02403,7204.2,,,,,8783,208.165848,-1.9975,1,0.15,15.4,7203,0,0,0,0,0,0,0,7203,208.165848,21.03446237,1.2,25.8,27.0,,NED,,,
388,2017cfd,SN 2017cfd,,,A2.1: Foundation,0.012095034,3616.415166,130.20479,73.48754,32.88850814,0.129012528,,140.576,33.599,3576.964454,,2017cfd,0.012085,3601.1,3623.083,24.1,22.0,46.1,,IC 511,130.210208,130.210208,73.486667,6.24,0.01209,3624.6,,,,,4510,130.210007,73.486382,1.4,0.5,14.5,3623,0,0,0,0,0,0,0,3623,130.210007,6.77316572,1.6,46.0,47.6,,NED,,,
389,2017cgr,AT 2017cgr,,,A2.1: Foundation,0.03107,9289.93,128.23873,-3.85822,34.86118264,0.144488504,,228.719,20.481,9004.512094,,2017cgr,0.037,11000,11092.6,1995.5,92.6,2088.1,,PGC 152788,128.2386667,128.2386667,-3.85819444444444,4.16,0.030584,9169.1,,,,,480379,128.238754,-3.858333,0.6,0.4,16,9169,0,0,0,0,0,0,0,9169,128.238754,0.4158333805,0.1,164.5,164.6,,,,,
390,2017cii,SN 2017cii,,,A2.1: Foundation,0.03277,9798.23,248.3325,23.731,35.12689959,0.139079423,,42.089,40.188,9759.700757,,2017cii,0.033253,9803.3,9969.2494,43.6,165.9,209.5,,SDSS J163319.94+234356.5,248.3330833,248.3330833,+23.7323611111111,2.90,0.033238,9964.8,,,,,264829,248.332901,23.7325,0.39,0.25,17.1,9969,0,0,0,0,0,0,0,9969,248.332901,5.559355925,4.2,209.3,205.1,,,,,
391,2017cjv,SN 2017cjv,,,A2.1: Foundation,0.06104,18250.96,152.69017,-3.77775,36.32992036,0.138566447,,245.195,40.433,17893.60032,,2017cjv,0.06,20000,17988,2106.4,2012.0,94.4,,LCRS B100813.8-033156,152.690083,152.690083,-3.778917,4.20,0.05953,17847.1,,,,,501817,152.690002,-3.778889,0.3,0.2,17,17846,0,0,0,0,0,0,0,17846,152.690002,4.144571733,1.1,47.6,46.5,,NED,,,
392,2017ckx,SN 2017ckx,,,A2.1: Foundation,0.02835,8476.65,117.04587,28.23029,34.79437786,0.148779619,,192.247,24.071,8293.65113,,2017ckx,0.027675,8182,8296.965,111.7,115.0,3.3,,UGC 4030 NED01,117.045802,117.045802,28.23032,31.00,0.02716,8142.6,,,,,4030,117.045837,28.230278,0.4,0.2,14.4,8297,2.46,0,8109,230,0,6.1,43,8109,117.045837,0.1132337126,33.6,184.7,151.1,,NED,,,
393,2017hm,SN 2017hm,,,A2.1: Foundation,0.02146485,6417.99015,173.29408,-10.22178,33.94589693,0.150330609,,273.359,48.105,6049.121934,,2017hm,0.021275,6310.3,6378.245,261.2,67.9,329.1,,MCG -02-30-03,173.294042,173.294042,-10.228861,25.39,0.02139,6412.7,,,,,510089,173.299164,-10.229722,1.4,0.3,0,6378,2.43,2.5,6413,333,9,5.9,63,6413,173.299164,33.79167721,0.3,363.9,363.6,,NED,,,
394,2017hn,SN 2017hn,,,A2.1: Foundation,0.02585,7729.15,196.91421,6.33756,34.3473941,0.13488969,,314.166,68.855,7413.718385,,2017hn,0.0238,7050,7135.24,363.7,85.2,278.5,,UGC 8204,196.914225,196.914225,6.335946,5.97,0.02385,7150.2,,,,,8204,196.914169,6.335834,2,1.1,15.3,7151,5.19,2.2,7155,339,2,28,75,7155,196.914169,6.215331474,4.8,258.7,263.5,,NED,,,
395,2017jl,SN 2017jl,,,A2.1: Foundation,0.01524,4556.76,14.38292,30.18523,33.12452819,0.134484647,,124.496,-32.668,4864.629146,,2017jl,0.02,6000,5996,1135.4,4.0,1131.4,,WISEA J005731.53+301109.4,14.381292,14.381292,30.186056,5.95,0.01633,4895.7,,,,,102824,14.38125,30.18611,0.35,0.3,16,0,1.11,2.4,4896,266,8,6.3,75,4896,14.38125,6.086272091,0.3,31.4,31.1,,NED,,,
396,2017lm,SN 2017lm,,,A2.1: Foundation,0.03017,9020.83,45.38504,-15.01589,34.86538505,0.14019033,,197.767,-57.449,9200.912121,,2017lm,0.03052,9010,9149.896,190.9,139.9,51.0,,WISEA J030132.43-150102.8,45.384984,45.384984,-15.017398,4.64,0.04707,14111.6,,,,,431483,45.385002,-15.0175,0.5,0.3,17,9225,0,0,0,0,0,0,0,9225,45.385002,5.797505834,4886.6,24.1,4910.7,,NED,,,
397,2017ln,SN 2017ln,,,A2.1: Foundation,0.02742,8198.58,174.64075,25.39635,34.54846138,0.130565327,,214.873,73.585,7887.487166,,2017ln,0.025356,7505.2,7601.7288,382.3,96.5,285.8,,2MASX J11383367+2523532,174.6402917,174.6402917,+25.3981111111111,1.62,0.02537,7605.9,,,,,723820,174.640411,25.398056,0.48,0.2,14.7,7602,1.47,2.3,7583,341,25,7.9,75,7583,174.640411,6.239764392,22.9,304.5,281.6,,,,,
398,2017lv,SN 2017lv,,,A2.1: Foundation,0.02989,8937.11,176.11058,-28.45756,34.8119823,0.154305341,,285.522,32.139,8595.093996,,2017lv,0.0287,8480,8604.26,115.1,124.3,9.2,,ESO 440-G1,176.107875,176.107875,-28.462111,18.41,0.02871,8607.3,,,,,28058,176.108337,-28.46389,1.5,0.7,15.4,8571,0,0,0,0,0,0,0,8571,176.108337,23.86812715,36.3,24.1,12.2,,NED,,,
399,2017me,SN 2017me,,,A2.1: Foundation,0.03393,10145.07,171.97717,27.34577,35.36419299,0.129484813,,207.447,71.454,9839.476369,,2017me,0.032668,9633.7,9793.8664,205.8,160.2,45.6,,KUG 1125+276,171.980186,171.980186,27.347021,10.83,0.03266,9791.5,,,,,211208,171.979584,27.346945,0.6,0.4,16.5,9794,0.47,2,9841,59,17,6.6,75,9841,171.979584,8.802223023,49.5,1.5,48.0,,NED,,,
400,2017mf,SN 2017mf,,,A2.1: Foundation,0.02582,7720.18,214.12917,39.58667,34.57947367,0.127573555,,73.538,68.393,7552.201933,,2017mf,0.025678,7599.3,7698.2644,47.1,99.0,146.1,,NGC 5541,214.132509,214.132509,39.589052,12.64,0.02561,7677.9,,,,,9139,214.13208,39.588612,0.9,0.7,13.4,7698,0,0,0,0,0,0,0,7698,214.13208,10.67968384,20.1,145.8,125.7,,NED,,,
401,2017ms,SN 2017ms,,,A2.1: Foundation,0.02596,7762.04,156.67654,36.68073,34.48485609,0.129263645,,186.391,58.047,7499.417237,,2017ms,0.0245,7250,7345.1,249.4,95.1,154.3,,SDSS J102641.99+364053.2,156.6749583,156.6749583,+36.6814444444444,2.68,0.024483,7340.0,,,,,206431,156.674988,36.681389,0.41,0.25,17.2,7387,0,0,0,0,0,0,0,7387,156.674988,5.070079974,47.0,112.4,159.4,,,,,
402,2017ns,SN 2017ns,,,A2.1: Foundation,0.02838,8485.62,42.29325,14.60075,34.67864481,0.153135452,,160.933,-39.43,8705.031761,,2017ns,0.0279,8250,8364.42,455.0,114.4,340.6,,2MASX J02491020+1436036,42.2925,42.2925,+14.601,1.50,0.024607,7377.2,,,,,121124,42.2925,14.600834,0.25,0.2,16.4,8727,0,0,0,0,0,0,0,8727,42.2925,2.630246675,1349.8,22.0,1327.9,,,,,
403,2017oz,AT 2017oz,,,A2.1: Foundation,0.05612,16779.88,211.67305,30.3185,36.21230431,0.134603956,,48.333,73.217,16572.68021,,2017oz,0.056,16000,16788.8,572.7,788.8,216.1,,WISEA J140641.54+301906.4,211.673051,211.673051,30.318503,1.06,0.05569,16695.9,,,,,748432,211.672928,30.318335,0.11,0.08,17.4,16737,0,0,0,0,0,0,0,16737,211.672928,0.7046822916,41.1,164.3,123.2,,NED,,,
404,2017po,AT 2017po,,,A2.1: Foundation,0.03233,9666.67,240.96735,39.98444,34.90299657,0.127732951,,63.636,48.449,9612.948428,,2017po,0.031864,9400.5,9552.8272,212.4,152.3,60.1,,CGCG 223-033,240.96375,240.96375,39.986667,20.98,0.031085,9319.3,,,,,10166,240.967484,39.983891,1.1,0.6,14.8,9319,0,4.7,9532,0,0,0,56,9319,240.967484,2.010666552,0.3,293.9,293.7,,NED,,,
405,2017wb,SN 2017wb,,,A2.1: Foundation,0.0311,9298.9,165.33138,70.66521,34.92104914,0.128300605,,135.163,43.755,9219.668642,,2017wb,0.03,9000,8994,219.7,6.0,225.7,,2MASX J11011991+7039548,165.3329583,165.3329583,+70.6652222222222,0.90,0.017666,5296.3,,,,,219861,165.332916,70.665276,0.3,0.22,17,9245,0,0,0,0,0,0,0,9245,165.332916,1.846131515,3948.7,25.3,3923.4,,,,,
406,2017yk,AT 2017yk,,,A2.1: Foundation,0.04689,14020.11,146.13396,-12.30653,35.930784,0.140727288,,247.77,29.923,13676.62643,,2017yk,0.046,13000,13790.8,676.6,790.8,114.2,,2MASX J09443215-1218233,146.1339583,146.1339583,-12.3064722222222,7.79,0.046439,13922.4,,,,,490778,146.134171,-12.306667,0.5,0.3,16.5,13922,0,0,0,0,0,0,0,13922,146.134171,0.8910811998,0.4,245.4,245.8,,,,,
407,2017zd,SN 2017zd,,,A2.1: Foundation,0.0291,8700.9,203.17538,-21.80121,34.584595,0.136678643,,315.479,40.063,8404.632399,,2017zd,0.029,8600,8694.2,195.4,94.2,289.6,,2MASX J13324217-2148034,203.175746,203.175746,-21.801044,1.27,0.02947,8835.1,,,,,531590,203.175842,-21.801111,0.5,0.3,16.5,8835,0,0,0,0,0,0,0,8835,203.175842,1.584838774,0.1,430.4,430.5,,NED,,,
408,ASASSN-15bc,ASASSN-15bc,,,A2.1: Foundation,0.03795,11347.05,61.561,-8.88563,35.33361566,0.126984123,,200.778,-40.599,11443.11733,,ASASSN-15bc,0.036715,10805,11007.157,638.1,202.2,436.0,,LEDA 170061,61.56158333,61.56158333,-8.88644444444444,2.74,0.036715,11007.2,,,,,440970,61.561668,-8.886389,0.6,0.3,16,11006,0,0,0,0,0,0,0,11006,61.561668,3.620923194,1.2,437.1,436.0,,,,,
409,ASASSN-15fa,ASASSN-15fa,,,A2.1: Foundation,0.02726,8150.74,257.44179,62.97417,34.76669907,0.129263645,,92.687,35.434,8189.255058,,ASASSN-15fa,0.027408,8104.2,8216.9184,85.1,112.7,27.7,,NGC 6319,257.433652,257.433652,62.973063,13.94,0.02734,8196.5,,,,,10744,257.433319,62.972778,0.4,0.4,14.4,8235,0,0,0,0,0,0,0,8235,257.433319,14.73555678,38.5,45.7,7.3,,NED,,,
410,ASASSN-15hg,ASASSN-15hg,,,A2.1: Foundation,0.03134,9370.66,148.45258,9.19382,34.94831093,0.136264941,,227.488,44.466,9035.32611,,ASASSN-15hg,0.029771,8792.3,8925.3458,243.0,133.0,110.0,,CGCG 063-098,148.455126,148.455126,9.193787,9.05,0.029917,8969.1,,,,,190579,148.455002,9.193611,0.5,0.4,15.6,8973,0.75,2.4,8991,213,27,4.8,75,8991,148.455002,8.640014418,21.9,44.3,66.2,,NED,,,
411,ASASSN-15il,ASASSN-15il,,,A2.1: Foundation,0.0229,6847.1,239.28395,-12.6733,34.11284624,0.165403762,,357.553,29.9,6721.850505,,ASASSN-15il,0.023316,6908.5,6990.1368,186.6,81.6,268.3,,2MASX J15570808-1240252,239.2836667,239.2836667,-12.6736666666667,0.86,0.023316,6990.1,,,,,550482,239.283737,-12.673612,0.4,0.2,16.5,6990,0,0,0,0,0,0,0,6990,239.283737,1.34954016,0.1,268.1,268.3,,,,,
412,ASASSN-15jl,ASASSN-15jl,,,A2.1: Foundation,0.03519,10521.81,230.67133,50.97651,35.1972165,0.122220852,,83.21,52.841,10450.35834,,ASASSN-15jl,0.034746,10236,10416.8508,214.4,180.9,33.5,,SDSS J152241.16+505836.1,230.6715,230.6715,+50.9766944444444,0.70,0.034682,10397.7,,,,,256294,230.671661,50.976665,0.28,0.15,18,10417,0,0,0,0,0,0,0,10417,230.671661,0.935028801,19.3,33.4,52.7,,,,,
413,ASASSN-15kx,ASASSN-15kx,,,A2.1: Foundation,0.018489458,5528.347942,334.04921,37.47392,33.89960068,0.170325883,,91.798,-15.841,5839.408423,,ASASSN-15kx,0.018019,5353.3,5402.0962,486.1,48.8,437.3,,MCG +06-49-01,334.049665,-25.950335,37.474485,2.23,0.01802,5402.4,,,,,321738,334.049591,37.474445,0.8,0.3,15.8,5402,0,0,0,0,0,0,0,5402,-25.950409,2.181059009,0.4,437.4,437.0,,NED,,,
414,ASASSN-15lg,ASASSN-15lg,,,A2.1: Foundation,0.02037,6090.63,198.88683,3.50064,34.00138492,0.144895668,,317.675,65.68,5777.910198,,ASASSN-15lg,0.020317,6029,6091.0366,251.1,62.0,313.1,,CGCG 044-042,198.88625,198.88625,3.500778,1.94,0.020171,6047.3,,,,,231314,198.886261,3.500833,0.9,0.6,15.4,6091,0,0,0,0,0,0,0,6091,198.886261,2.159408499,43.7,313.1,269.4,,NED,,,
415,ASASSN-15lu,ASASSN-15lu,,,A2.1: Foundation,0.03642,10889.58,200.30375,40.26568,35.30816141,0.130320204,,99.692,75.49,10681.19772,,ASASSN-15lu,0.035037,10320,10504.0926,361.2,184.1,177.1,,SDSS J132112.88+401556.7,200.3036667,200.3036667,+40.26575,0.26,0.035054,10509.2,,,,,239287,200.303757,40.265835,0.35,0.25,0,10504,0,0,0,0,0,0,0,10504,200.303757,0.5583312222,5.2,177.2,172.0,,,,,
416,ASASSN-15mf,ASASSN-15mf,,,A2.1: Foundation,0.02677519,8005.78181,213.595,2.97527,34.49031359,0.129155145,,345.893,58.747,7750.742539,,ASASSN-15mf,0.026,7700,7794.8,50.7,94.8,44.1,,UGC 9108 NED02,213.595836,213.595836,2.975436,10.26,0.02604,7806.8,,,,,9108,213.59584,2.975556,1.2,0.5,15.6,7865,0.98,0.5,7639,725,22,0,62,7639,213.59584,3.190613295,167.8,111.7,56.0,,NED,,,
417,ASASSN-15mg,ASASSN-15mg,,,A2.1: Foundation,0.04449,13302.51,233.09502,41.84989,35.63869928,0.133329117,,67.738,54.127,13217.03525,,ASASSN-15mg,0.0428,12600,12831.44,617.0,231.4,385.6,,2MASX J15322270+4150586,233.0945833,233.0945833,+41.8496111111111,1.20,0.042778,12824.8,,,,,256623,233.094177,41.849998,0.65,0.19,16.7,12849,0,0,0,0,0,0,0,12849,233.094177,2.29379751,24.2,368.0,392.2,,,,,
418,ASASSN-15np,ASASSN-15np,,,A2.1: Foundation,0.03913,11699.87,226.51104,7.56154,35.34219355,0.133585135,,7.675,52.599,11515.06574,,ASASSN-15np,0.037688,11086,11298.8624,429.1,212.9,216.2,,2MASX J15060265+0733415,226.5110417,226.5110417,+7.56152777777778,0.28,0.037668,11292.9,,,,,716159,226.511246,7.561389,0.21,0.08,16.4,11297,0,0,0,0,0,0,0,11297,226.511246,0.9143020907,4.1,218.1,222.2,,,,,
419,ASASSN-15nq,ASASSN-15nq,,,A2.1: Foundation,0.02996,8958.04,259.33012,33.46202,34.82141299,0.129484813,,56.826,33.218,8989.979649,,ASASSN-15nq,0.030418,8980.5,9119.3164,9.5,138.8,129.3,,2MFGC 13779,259.328417,259.328417,33.463083,6.27,0.03036,9101.9,,,,,272735,259.328339,33.463055,0.8,0.22,17,9102,0,0,0,0,0,0,0,9102,259.328339,6.518690511,0.1,112.0,111.9,,NED,,,
420,ASASSN-15nr,ASASSN-15nr,,,A2.1: Foundation,0.02342,7002.58,261.67433,13.90985,34.17820364,0.156972645,,36.346,24.949,7036.255774,,ASASSN-15nr,0.023206,6876.3,6957.1588,160.0,80.9,79.1,,CGCG 082-031,261.672975,261.672975,13.909612,4.74,0.023206,6957.2,,,,,270211,261.673309,13.913333,0.33,0.3,15.5,7363,0,0,0,0,0,0,0,7363,261.673309,13.03651058,405.8,326.7,79.1,,NED,,,
421,ASASSN-15od,ASASSN-15od,,,A2.1: Foundation,0.01703,5091.97,35.80504,-4.51724,33.69374625,0.131095844,,171.049,-58.532,5335.03996,,ASASSN-15od,0.017989,5344.5,5393.1022,9.5,48.6,58.1,,MCG -01-07-04,35.805208,35.805208,-4.517111,0.79,0.0176,5276.5,,,,,421112,35.804996,-4.517222,0.7,0.4,15.8,5393,0,0,0,0,0,0,0,5393,35.804996,0.1706867427,116.5,58.0,58.6,,NED,SIMBAD,,
422,ASASSN-15oh,ASASSN-15oh,,,A2.1: Foundation,0.016247907,4858.124193,337.6749,39.29312,33.67637891,0.171550066,,95.305,-15.912,5167.054561,,ASASSN-15oh,0.016835,5004.5,5047.133,162.6,42.6,119.9,,MCG +06-49-27,337.671292,-22.328708,39.291917,11.12,0.01683,5045.6,,,,,321789,337.671265,39.291668,0.8,0.55,16,5047,0,0,0,0,0,0,0,5047,-22.328735,11.396989,1.4,120.1,121.4,,NED,,,
423,ASASSN-15pm,ASASSN-15pm,,,A2.1: Foundation,0.0485,14501.5,24.65033,-4.68001,35.80542389,0.130457447,,151.614,-64.892,14792.32397,,ASASSN-15pm,0.048784,14269,14625.4432,523.3,356.4,166.9,,WISEA J013836.73-044057.8,24.653167,24.653167,-4.68275,13.92,0.04878,14624.2,,,,,411448,24.652916,-4.682777,0.75,0.6,16,14625,0,0,0,0,0,0,0,14625,24.652916,13.6131135,0.8,167.3,168.1,,NED,,,
424,ASASSN-15pn,ASASSN-15pn,,,A2.1: Foundation,0.03955,11825.45,60.85967,-5.49203,35.60939664,0.140243125,,196.474,-39.526,11929.23596,,ASASSN-15pn,0.038393,11289,11510.2214,640.2,221.2,419.0,,SDSS J040326.23-052930.6,60.85929167,60.85929167,-5.49183333333333,1.12,0.038357,11499.4,,,,,441221,60.859173,-5.491944,0.2,0.15,17.5,11510,0,0,0,0,0,0,43,11510,60.859173,1.807696406,10.6,419.2,429.8,,,,,
425,ASASSN-15pr,ASASSN-15pr,,,A2.1: Foundation,0.03303,9875.97,346.66457,-12.57289,35.22423425,0.152213687,,58.443,-61.485,10225.46924,,ASASSN-15pr,0.033093,9757,9921.2814,468.5,164.3,304.2,,2MASX J23063962-1234238,346.6650833,-13.33491667,-12.5732777777778,1.88,0.033093,9921.3,,,,,630902,346.665009,-12.573334,0.4,0.3,16.7,9921,0,0,0,0,0,0,0,9921,-13.334991,2.221303728,0.3,304.5,304.2,,,,,
426,ASASSN-15py,ASASSN-15py,,,A2.1: Foundation,0.04562,13640.38,121.33125,22.96378,35.57145873,0.175579877,,199.151,25.947,13425.35503,,ASASSN-15py,0.044743,13114,13413.9514,311.4,300.0,11.4,,SDSS J080519.59+225751.1,121.331625,121.331625,+22.9641944444444,1.80,0.044735,13411.6,,,,,184750,121.331665,22.964167,0.29,0.12,18,13414,0,0,0,0,0,0,0,13414,121.331665,1.957877534,2.4,11.4,13.8,,,,,
427,ASASSN-15rw,ASASSN-15rw,,,A2.1: Foundation,0.01839,5498.61,33.99229,12.23739,33.72771761,0.15400555,,153.177,-45.612,5758.251356,,ASASSN-15rw,0.0189,5610,5666.22,148.3,56.2,92.0,,WISEA J021558.50+121414.4,33.993514,33.993514,12.23758,1.47,No NED z,, GALEXASC J021558.44+121415.2 ,No S. z,No S. v,,125817,33.993748,12.237223,0.18,0.1,18,5773,0,0,0,0,0,0,0,5773,33.993748,5.164648456,No host z,14.7,No host z,,NED,SIMBAD,,
428,ASASSN-15sf,ASASSN-15sf,,,A2.1: Foundation,0.02445,7310.55,2.86509,-6.42731,34.56163907,0.129873341,,96.479,-67.223,7659.206471,,ASASSN-15sf,0.027,8000,8094.6,340.8,94.6,435.4,,LEDA 1032948,2.863851,2.863851,-6.43055,11.70,No NED z,,LEDA 1032948,No S. z,No S. v,,401659,2.86375,-6.430555,0.4,0.35,17.5,7679,0,0,0,0,0,0,0,7679,2.86375,12.62728559,No host z,19.8,No host z,,NED,SIMBAD,,
429,ASASSN-15so,ASASSN-15so,,,A2.1: Foundation,0.00887,2652.13,168.54599,48.31868,32.04810004,0.127185619,,158.116,61.629,2440.947698,,ASASSN-15so,0.007125,2128,2136.075,312.9,8.1,304.9,,NGC 3583,168.545375,168.545375,48.31852,1.23,0.00702,2104.6,,,,,6263,168.545837,48.317776,2.7,2,11.6,2130,23.94,0,2135,362,25,0,2,2135,168.545837,3.274947168,30.4,305.9,336.4,,NED,,,
430,ASASSN-15ss,ASASSN-15ss,,,A2.1: Foundation,0.036155012,10810.34859,93.13916,-14.25748,35.22552713,0.195369783,,221.538,-14.948,10706.10153,,ASASSN-15ss,0.035558,10471,10660.2884,235.1,189.3,45.8,,MCG -02-16-04,93.145266,93.145266,-14.257778,20.45,0.03556,10660.9,,,,,440726,93.144997,-14.257778,0.8,0.3,16,10343,0,0,0,0,0,0,0,10343,93.144997,20.39418996,317.9,363.1,45.2,,NED,,,
431,ASASSN-15tg,ASASSN-15tg,,,A2.1: Foundation,0.0354,10584.6,5.17108,25.22906,35.13591851,0.129671751,,114.202,-37.121,10922.11877,,ASASSN-15tg,0.03561,10490,10675.878,432.1,185.9,246.2,,GALEXASC J002041.66+251341.1,5.173583333,5.173583333,+25.2280833333333,6.31,0.035615,10677.4,,,,,102641,5.173334,25.228056,0.35,0.3,17,0,1.01,2.5,10677,174,17,6.9,75,10677,5.173334,8.18201948,0.4,245.1,244.7,,,,,
432,ASASSN-15tz,ASASSN-15tz,,,A2.1: Foundation,0.02402,7181.98,40.28692,43.68022,34.26634274,0.175048411,,143.092,-14.855,7376.082952,,ASASSN-15tz,0.022862,6775.5,6854.0276,600.6,78.5,522.1,,UGC 2164,40.288917,40.288917,43.682694,10.52,0.02286,6853.4,,,,,2164,40.28875,43.682224,1.3,0.4,15.6,0,4.4,0,6854,394,28,4.7,36,6854,40.28875,8.645638513,0.6,522.1,522.7,,NED,,,
433,ASASSN-15uu,ASASSN-15uu,,,A2.1: Foundation,0.02631,7866.69,25.98572,17.06234,34.47268192,0.138981409,,140.501,-44.011,8157.435679,,ASASSN-15uu,0.026795,7925.4,8033.141,232.0,107.7,124.3,,MCG +03-05-13,25.985672,25.985672,17.061904,1.04,0.02678,8028.6,,,,,110498,25.985834,17.061943,0.5,0.5,14.7,8091,1.8,1,8028,167,3,11.7,52,8028,25.985834,1.482073225,0.6,129.4,128.8,,NED,,,
434,ASASSN-15uv,ASASSN-15uv,,,A2.1: Foundation,0.02161,6461.39,126.78388,27.81159,34.18800939,0.127299841,,195.641,32.139,6237.46803,,ASASSN-15uv,0.02033,6033,6094.934,204.5,61.9,142.5,,2MASX J08270817+2748382,126.7840417,126.7840417,+27.8106111111111,1.77,0.020279,6079.6,,,,,183419,126.784157,27.810555,0.61,0.26,16,6095,0.5,2,6082,107,9,5.3,75,6082,126.784157,3.828971813,2.4,155.5,157.8,,,,,
435,ASASSN-15uw,ASASSN-15uw,,,A2.1: Foundation,0.03068,9173.32,38.89295,-6.06305,34.83287573,0.129671751,,177.249,-57.498,9399.593207,,ASASSN-15uw,0.030811,9094.7,9237.1378,304.9,142.4,162.5,,2MASX J02353437-0603496,38.89320833,38.89320833,-6.06377777777778,2.11,0.030811,9237.1,,,,,421114,38.892914,-6.063889,0.4,0.35,16,9237,0,0,0,0,0,0,0,9237,38.892914,3.023148179,0.1,162.6,162.5,,,,,
436,MASTER OT J151647.17+283742.8,MASTER OT J151647.17+283742.8,S,,A2.1: Foundation,0.05672,16959.28,229.1965417,28.62855556,36.37808905,0.163344423,,44.24096,57.96806,16825.09906,,MASTER OT J151647.17+283742.8,0.056,16000,16788.8,825.1,788.8,36.3,,2MASX J15164763+2837061,229.198413,229.198413,28.618452,36.87,0.05644,16920.7,,,,,733650,229.198334,28.618334,0.25,0.18,16.4,16926,0,0,0,0,0,0,0,16926,229.198334,37.23093276,5.3,100.9,95.6,,NED,,,
